-26 -516 974
-1 -553 989
-5 -557 961
-9 -554 920
-5 -511 945
19 -534 884
32 -488 836
13 -475 763
300 -363 812
-201 -582 825
-38 -665 895
-220 -835 1011
-59 -1018 1015
6 -1067 1043
-10 -1182 1010
14 -1119 948
38 -1197 965
-7 -1254 959
39 -1297 984
22 -1308 1156
9 -1465 1314
-5 -1570 1289
-76 -1508 1354
66 -1464 1208
51 -1040 1001
130 -824 966
-23 -669 927
-65 -680 934
417 -866 957
-195 -900 1047
-111 -1037 914
-42 -899 1066
23 -1041 1054
81 -1098 896
-61 -945 966
126 -1060 661
-335 -772 1794
-105 -1767 1356
-138 -1589 1284
124 -1330 990
217 -1070 831
25 -796 873
45 -849 880
-38 -936 898
-50 -941 1028
-51 -1041 1109
71 -1164 754
-37 -843 930
110 -1030 909
58 -980 1039
8 -1140 1138
-9 -1222 1042
-79 -1201 967
9 -1129 974
8 -1117 975
11 -1153 1017
-40 -1178 961
-16 -1111 1018
-1 -1116 1019
-20 -1109 989
-8 -1081 1015
13 -1103 973
8 -1101 952
-3 -1050 957
-4 -1080 974
35 -1074 1060
7 -1164 1033
-23 -1174 1026
-9 -1169 1010
-20 -1125 973
20 -1058 993
7 -1111 1023
8 -1168 1036
-42 -926 742
-40 -633 921
-17 -885 854
-52 -1148 1235
-30 -1522 1203
-28 -1516 1234
154 -1591 1213
128 -1326 1158
16 -1364 1148
-95 -1179 1030
-82 -938 944
-20 -806 996
-78 -797 924
-25 -614 731
50 -361 833
80 -266 799
-22 -228 835
207 -310 915
88 -408 916
64 -374 1082
-153 -600 958
-78 -584 1051
51 -680 1002
24 -698 988
-102 -643 1008
25 -703 997
-90 -672 997
73 -681 1010
2 -852 1059
-166 -712 981
