 -8 -891 1013
 0 -891 1019
 -17 -890 1010
 18 -879 1008
 -9 -852 1010
 0 -874 1013
 16 -846 964
 30 -789 937
 242 -777 603
 13 -472 379
 46 -541 374
 36 -1098 691
 70 -1601 965
 65 -1791 856
 -72 -1887 891
 -248 -2016 932
 -67 -2193 684
 -83 -1612 788
 121 -1402 633
 175 -914 536
 -77 -900 649
 -54 -874 374
 33 -642 335
 141 -669 409
 804 -712 731
 -7 -995 365
 265 -662 417
 -60 -232 -481
 -61 535 302
 -375 -291 399
 86 -547 388
 -149 -652 389
 94 -508 325
 -39 -548 389
 10 -482 343
 -26 -513 411
 -25 -537 436
 6 -640 516
 -54 -640 538
 -43 -679 599
 -118 -743 746
 -53 -879 753
 -52 -864 838
 110 -882 814
 -33 -792 761
 37 -803 811
 40 -877 752
 -18 -759 742
 -6 -742 780
 -25 -784 801
 -5 -864 765
 32 -743 750
 -88 -696 835
 -125 -871 909
 97 -912 865
 -28 -864 867
 -1 -834 879
 33 -823 821
 31 -817 832
 -3 -839 815
 25 -762 790
 53 -792 780
 -28 -781 801
 -63 -775 829
 35 -813 791
 14 -705 775
 -1 -793 820
 -9 -801 813
 -30 -746 820
 38 -827 800
 9 -748 792
 8 -744 792
 -6 -769 801
 9 -774 793
 -43 -751 796
 35 -774 793
 -9 -763 778
 -13 -836 780
 24 -779 781
 13 -785 760
 151 -751 663
 -91 -782 661
 15 -791 659
 48 -752 671
 95 -758 487
 36 -524 491
 -21 -476 397
 -38 -418 337
 160 -278 533
 230 -956 556
 4 -623 613
 22 -875 457
 69 -933 395
 -116 -827 618
 -62 -1247 615
 -337 -1071 848
 -395 -1357 578
 -83 -1014 603
 -357 -946 545
 -53 -846 679
 -79 -955 642
 -15 -827 770
 8 -912 565
 248 -576 646
 -360 -598 871
 117 -722 919
 -6 -780 904
 -35 -655 884
 56 -608 953
