51 -900 1021
13 -836 990
17 -775 977
-23 -737 989
33 -766 964
-30 -716 899
217 -344 807
55 -612 918
-70 -744 951
0 -699 1040
60 -826 1057
56 -751 1069
27 -806 1049
143 -798 997
123 -651 996
-116 -717 1062
-206 -935 1262
42 -1185 1163
-37 -1215 1367
24 -1258 1013
16 -1052 1043
-95 -1005 1119
53 -1068 961
-29 -1075 1099
280 -1190 1075
-136 -1240 922
-735 -1014 936
199 -989 868
4 -903 811
-114 -903 826
-59 -928 853
16 -1094 1060
-75 -1286 1032
170 -1091 1116
23 -1166 1040
19 -1120 1012
46 -1046 1048
0 -1037 862
21 -880 903
-13 -977 926
24 -1023 1066
88 -1217 1092
-160 -1259 1033
3 -1202 1061
-4 -1194 1011
19 -1107 941
-28 -1055 987
65 -1037 884
-13 -888 836
22 -950 847
-8 -1034 851
117 -1151 926
64 -1269 1280
-13 -1609 1131
18 -1566 1205
21 -1367 1047
21 -1290 1160
29 -1349 1092
-49 -1193 1046
-45 -1075 939
16 -1029 871
-3 -1042 1022
-29 -1162 964
0 -1104 993
21 -1125 986
-14 -1132 1012
-5 -1092 999
12 -1123 957
-25 -1104 981
-94 -1327 1146
-34 -1393 1239
-52 -1502 1325
227 -1642 1105
114 -1459 1203
27 -1422 942
-299 -998 949
29 -998 894
19 -926 852
46 -772 925
-118 -703 967
-4 -480 801
147 -518 918
68 -443 936
73 -623 948
24 -595 937
1 -569 1016
53 -664 790
-119 -334 1001
-274 -859 1141
133 -982 1101
13 -819 1023
-111 -730 961
77 -680 967
20 -666 1006
-72 -699 967
24 -633 966
