 -14 -859 1007
 23 -840 1002
 17 -828 1015
 -13 -841 1003
 -7 -821 1005
 -2 -828 1004
 1 -808 992
 1 -803 911
 89 -714 729
 164 -400 527
 153 -799 511
 -26 -889 517
 -32 -1016 574
 207 -1337 758
 90 -1535 695
 31 -1502 734
 159 -1504 829
 52 -1392 629
 -48 -1054 499
 -42 -828 355
 107 -645 367
 -15 -649 244
 -265 -898 326
 -153 -825 160
 -105 -562 153
 21 -535 215
 207 -704 269
 105 -884 397
 238 -894 690
 -29 -783 436
 -16 -470 556
 -80 -232 -344
 640 118 348
 -522 -415 512
 -161 -670 591
 129 -713 434
 -38 -588 405
 -5 -643 396
 27 -517 395
 -23 -647 420
 9 -644 448
 -42 -641 468
 -5 -648 493
 4 -648 487
 55 -675 391
 -25 -628 403
 -12 -600 459
 -201 -657 720
 -32 -894 802
 12 -946 705
 -54 -777 797
 -98 -891 873
 11 -1004 872
 21 -952 851
 30 -911 867
 17 -904 794
 15 -867 826
 -21 -810 798
 38 -780 826
 18 -768 808
 -26 -771 798
 17 -772 807
 -25 -790 801
 14 -703 796
 -39 -771 827
 26 -799 867
 -13 -833 859
 53 -893 820
 -18 -841 789
 -7 -771 799
 -11 -813 816
 8 -780 791
 -1 -738 802
 -9 -794 838
 30 -817 834
 13 -834 796
 -26 -787 802
 37 -780 784
 -14 -673 767
 2 -689 782
 23 -726 769
 -7 -729 776
 4 -769 774
 3 -759 761
 23 -761 783
 -22 -750 730
 108 -749 655
 -42 -813 716
 85 -731 661
 -31 -614 517
 63 -463 494
 146 -563 617
 174 -874 761
 258 -1107 1092
 -399 -999 870
 281 -1118 -152
 24 -240 242
 -412 -660 610
 -157 -1059 714
 -293 -1307 667
 -48 -1042 851
 -23 -1143 692
 -335 -933 651
 23 -880 749
 42 -754 826
 32 -949 862
 -181 -1194 881
 -30 -1172 838
 -119 -931 854
