 -26 -426 883
 -13 -380 912
 4 -424 925
 -16 -409 919
 -2 -426 932
 14 -431 905
 -16 -396 886
 -6 -365 884
 206 -207 750
 -45 176 622
 294 -5 480
 -45 -133 594
 -106 -383 497
 -380 -558 616
 2 -1009 844
 175 -1183 822
 31 -1252 891
 90 -1178 819
 -84 -973 917
 76 -1130 724
 175 -992 634
 44 -839 712
 201 -930 662
 147 -836 677
 148 -830 950
 27 -1012 726
 -164 -798 675
 210 -792 713
 135 -504 936
 -206 -982 873
 -211 -895 653
 250 -604 357
 -133 -411 334
 84 -381 317
 -62 -313 324
 45 -433 300
 38 -353 243
 3 -350 308
 -81 -417 302
 62 -262 361
 -14 -578 365
 -105 -532 473
 -109 -634 676
 -8 -818 745
 -1 -840 704
 -80 -615 764
 -63 -666 791
 106 -697 774
 -30 -842 784
 37 -760 698
 67 -747 701
 -75 -758 691
 129 -636 617
 -18 -648 612
 -15 -565 629
 -12 -598 626
 33 -592 600
 -62 -519 659
 -30 -590 708
 -34 -744 749
 -28 -760 747
 -41 -754 805
 -29 -797 839
 -5 -853 847
 27 -878 862
 58 -859 708
 -21 -691 731
 18 -738 762
 -2 -763 786
 11 -773 755
 -8 -670 757
 -61 -739 807
 38 -786 794
 76 -769 656
 -8 -564 695
 44 -653 688
 -23 -679 727
 -18 -686 745
 7 -666 696
 -24 -599 721
 -83 -669 827
 3 -826 850
 2 -826 825
 -45 -781 837
 59 -822 805
 -33 -755 832
 30 -788 758
 6 -710 806
 21 -745 792
 -41 -741 804
 -3 -732 814
 16 -765 774
 -27 -722 811
 45 -813 810
 24 -773 799
 39 -744 692
 -28 -731 738
 59 -781 691
 68 -685 647
 15 -609 622
 32 -365 495
 107 -283 401
 657 -731 596
 -196 -393 259
 -145 -602 828
 -192 -1458 494
 -395 -680 632
 -262 -938 725
 -115 -1020 817
 -65 -985 651
 -186 -841 664
 68 -921 795
 -426 -1352 717
 276 -1190 891
 -118 -1239 797
 46 -1195 949
