52 -1159 940
70 -992 971
67 -994 1028
87 -979 902
121 -783 961
43 -937 1141
40 -1209 984
-53 -1149 1113
-102 -1381 1050
24 -1166 1134
182 -1264 1035
4 -1100 1026
15 -1109 969
-122 -1053 977
58 -1068 980
-12 -1041 950
9 -1007 935
63 -1054 976
-13 -1038 920
30 -999 938
-17 -1027 964
11 -1088 997
6 -1106 954
-12 -1078 928
47 -1041 960
-9 -1058 921
22 -1024 901
15 -1028 961
-22 -1061 939
11 -1025 937
19 -1062 958
12 -1094 927
-12 -1066 920
22 -1058 910
5 -1064 913
22 -1076 901
7 -1068 897
6 -1073 888
-9 -1070 872
1 -1051 889
-29 -1083 893
2 -1085 891
10 -1080 904
-4 -1104 903
2 -1104 899
-3 -1110 894
-1 -1113 893
1 -1109 894
3 -1111 895
2 -1105 888
6 -1097 896
4 -1110 880
4 -1095 888
-5 -1100 889
7 -1101 894
9 -1102 956
69 -1125 1173
-134 -1526 1056
-151 -1616 939
-241 -1684 906
-166 -1528 740
-63 -1273 691
-222 -900 594
48 -596 466
107 -632 943
183 -875 965
39 -852 991
101 -1007 1114
-49 -1030 1044
-334 -1003 1048
-12 -998 1029
2 -1091 966
56 -1008 908
22 -950 963
-9 -1011 940
0 -940 966
2 -977 968
-6 -988 961
3 -978 964
6 -974 958
-15 -970 953
8 -967 956
-6 -973 950
-13 -967 963
17 -994 956
4 -976 959
-9 -979 955
10 -975 958
-2 -977 960
-1 -984 958
4 -987 958
-2 -984 957
-2 -978 949
0 -979 952
2 -978 954
0 -986 958
5 -980 956
0 -983 955
-4 -996 954
-2 -986 948
5 -977 955
0 -994 953
-5 -993 952
1 -984 952
1 -987 950
2 -991 955
-3 -1000 960
-2 -987 950
4 -992 959
-4 -1028 959
13 -993 949
-2 -1003 966
0 -1001 958
-10 -1013 959
4 -1008 957
-15 -1033 957
15 -1039 943
6 -939 1008
-11 -1056 949
12 -1009 971
2 -1036 964
-6 -1021 956
-2 -1015 958
1 -1023 957
-2 -1014 958
2 -1016 957
1 -1015 958
-5 -1009 955
1 -1013 957
10 -1031 942
-7 -1005 961
8 -1032 972
-8 -1037 951
6 -1019 954
10 -1008 979
-6 -991 982
-32 -1023 943
-13 -1014 928
26 -993 966
14 -980 966
-10 -988 956
-2 -986 951
1 -1007 952
-1 -971 953
-3 -1016 961
17 -1007 953
-4 -990 967
6 -1011 960
-6 -1000 959
-1 -1024 985
-8 -1018 963
13 -1002 957
5 -976 962
-20 -1022 961
9 -1025 972
-12 -1036 953
0 -985 937
8 -933 964
244 -1377 1104
153 -1607 973
-396 -1462 740
-186 -1099 -675
58 54 -361
-35 -335 -538
-354 -1398 -452
1083 2392 -1012
179 1275 1357
-491 -1997 1342
75 -1288 925
42 -992 844
114 -1010 1062
-149 -1238 754
109 -1012 950
-191 -1300 1123
13 -1455 1062
907 -1671 324
178 -867 296
24 -732 212
-27 -521 131
-254 -451 297
-41 -485 209
-8 -443 213
25 -343 296
38 -417 335
38 -440 367
186 -393 353
31 -427 354
8 -383 301
7 -361 291
-23 -289 251
-10 -293 188
-120 -356 213
-38 -400 227
-5 -422 241
-134 -605 615
-84 -1086 714
-25 -1238 722
47 -1294 750
52 -1311 674
-26 -1171 672
