-36 -662 859
-194 -455 1009
82 -512 1004
32 -574 1021
93 -584 972
42 -574 878
481 -317 861
-196 -433 886
-78 -566 879
-209 -649 970
55 -703 964
67 -483 1132
92 -714 1187
3 -750 1193
159 -883 952
51 -539 994
-32 -666 936
-149 -549 836
-150 -360 887
-69 -511 1025
-39 -654 1023
-39 -625 995
25 -664 1037
234 -808 1006
60 -903 1052
-31 -868 962
-24 -890 1049
-30 -904 890
-63 -851 976
-3 -1018 924
-13 -997 905
-130 -957 932
324 -1233 1202
-56 -1294 1130
-590 -1123 1142
187 -974 1250
321 -1234 883
-68 -920 930
-110 -1087 1002
-18 -1093 904
61 -816 970
95 -909 924
-26 -959 1004
16 -1155 976
-12 -1234 1050
75 -1290 1025
-25 -1205 1041
7 -1154 1028
-13 -1179 1072
-21 -1269 1043
4 -1285 963
35 -1168 929
-62 -1167 930
-23 -1142 984
45 -1227 999
2 -1168 1001
-26 -1152 957
10 -1166 967
5 -1135 923
-15 -1096 1004
13 -1164 976
-16 -1129 1031
14 -1207 1015
-17 -1172 1025
-20 -1245 935
13 -1182 924
22 -1116 961
-58 -1057 1024
29 -1054 967
71 -1075 889
-112 -1277 887
-99 -1442 1168
10 -1584 1168
6 -1335 1215
284 -1458 1021
-3 -1206 1130
-51 -1312 1096
-128 -1159 974
-148 -980 982
5 -732 788
162 -464 927
-30 -442 929
6 -402 765
-17 -215 853
-20 -460 973
222 -658 1084
-7 -693 1026
37 -622 1046
-114 -667 1003
-73 -684 968
-100 -619 1098
29 -914 999
163 -865 1005
