 44 -1070 1042
 2 -979 996
 29 -909 993
 -18 -881 1047
 1 -959 1035
 6 -904 894
 124 -707 732
 -46 -478 522
 104 -470 341
 48 -418 247
 -169 -514 578
 -113 -1027 869
 -112 -1241 761
 327 -1316 736
 221 -1337 857
 80 -1529 867
 263 -1524 756
 36 -1149 1038
 115 -1277 973
 -138 -968 723
 267 -752 630
 -13 -475 372
 186 -174 -101
 -329 77 350
 31 -555 361
 -85 -409 356
 -9 -550 400
 12 -558 430
 -38 -640 457
 -21 -654 501
 9 -667 511
 -107 -732 603
 -8 -774 687
 -118 -790 708
 31 -884 816
 -160 -867 882
 139 -829 769
 15 -546 781
 1 -802 803
 22 -817 764
 4 -853 776
 -19 -779 781
 0 -768 773
 107 -800 560
 24 -445 640
 -106 -587 750
 -27 -707 784
 -18 -752 809
 -10 -748 799
 -20 -715 835
 -9 -797 829
 46 -790 780
 -6 -779 790
 1 -765 794
 -12 -771 809
 2 -822 802
 -12 -783 815
 -4 -804 805
 9 -782 802
 -11 -804 811
 16 -801 800
 22 -781 773
 -24 -753 804
 -7 -795 819
 1 -817 813
 31 -780 804
 -13 -792 812
 19 -809 799
 18 -818 773
 -11 -783 737
 27 -823 704
 18 -775 719
 17 -867 718
 42 -816 624
 36 -769 606
 38 -738 605
 14 -657 533
 47 -598 494
 -28 -532 506
 128 -517 377
 288 -538 515
 164 -751 477
 -315 -760 127
 8 -703 584
 -247 -1056 489
 -117 -1020 522
 -173 -1270 572
 -104 -1359 594
 -413 -1147 452
 -103 -923 617
 20 -1125 690
 90 -1073 866
 -130 -1251 689
 -19 -1000 785
