-145 -753 1048
137 -823 1026
17 -840 1088
17 -848 1021
-54 -752 993
37 -761 937
-29 -711 917
-1 -726 833
-8 -689 842
-43 -671 822
20 -626 985
6 -741 1191
119 -748 1281
238 -590 1210
118 -464 1126
81 -358 1020
90 -250 854
-66 -138 752
25 4 636
-54 -90 715
-13 -247 645
10 -135 802
13 -560 844
-61 -831 938
-306 -987 832
27 -983 1064
-25 -1119 1048
-91 -875 1230
-342 -1112 1078
147 -1015 1020
453 -990 858
235 -877 948
-229 -735 1159
-113 -961 1369
-473 -1298 987
-7 -870 1172
403 -1189 785
-74 -1055 934
100 -1059 877
19 -1024 915
-80 -1123 1084
8 -1022 1257
-33 -1116 1120
130 -1005 1022
-106 -1095 977
2 -948 844
13 -770 975
94 -872 1004
-57 -918 984
9 -1067 967
48 -1172 1015
-9 -1272 1013
15 -1220 1018
66 -1315 1005
-79 -1300 1147
126 -1358 1016
-114 -1201 1028
47 -1250 998
-48 -1211 940
13 -1090 972
18 -1076 996
28 -1123 973
-31 -1113 971
-6 -1148 947
30 -1097 979
3 -1122 1055
-46 -1217 950
16 -1112 1015
-27 -1150 977
2 -1056 977
56 -1088 958
-6 -1044 1060
53 -1472 1054
59 -1299 866
187 -1485 1351
316 -1971 1253
145 -1721 1146
-833 -361 325
162 333 755
-69 161 961
347 -297 1064
-153 -477 857
-146 -419 635
19 -28 791
27 -451 1040
-189 -658 1051
-227 -831 815
149 -576 1009
62 -603 937
-187 -539 979
231 -641 956
21 -599 920
270 -641 942
-126 -711 1002
-233 -506 915
96 -555 941
-10 -583 991
-42 -614 974
-1 -579 955
28 -556 926
-3 -563 940
-27 -530 944
20 -542 938
11 -539 943
-22 -547 961
-31 -543 959
71 -512 950
6 -491 955
-42 -503 926
34 -499 951
-16 -500 950
75 -426 905
-93 -464 930
0 -504 946
155 -577 1007
