238 -1441 1028
168 -1361 1275
-84 -1472 1035
5 -1084 1043
-43 -1114 984
52 -1229 1059
-19 -1163 1020
8 -963 989
-46 -948 1040
-29 -1183 898
41 -1049 754
31 -1050 897
-67 -980 847
-107 -992 946
209 -1127 1005
-16 -1262 1115
-74 -1328 1083
-97 -1246 876
39 -1002 729
-17 -978 838
-143 -860 1305
-50 -1250 1260
109 -1191 1122
-179 -971 956
25 -954 906
-16 -883 983
1 -937 850
-12 -1052 792
-9 -786 908
28 -1111 958
3 -1074 946
62 -1064 915
54 -1041 1087
3 -1108 1170
-46 -1291 1241
-82 -1423 1082
-21 -1322 803
13 -970 703
-127 -1055 912
-4 -1125 1133
81 -1287 980
35 -1238 1118
67 -1378 1025
-12 -1255 1015
117 -1250 1028
-114 -1133 930
-53 -1117 876
85 -1030 1210
39 -1406 986
-67 -1252 923
47 -1096 997
13 -1034 927
-78 -1112 723
-29 -1170 1051
-1 -1322 1054
91 -1134 927
-49 -1150 1054
-14 -1307 1049
70 -1398 1396
20 -1536 1299
-31 -1323 1042
58 -1128 674
-163 -797 569
-44 -816 572
74 -870 1113
9 -1268 977
160 -1382 933
-67 -1144 924
19 -1135 1004
-28 -1144 1018
23 -1116 1029
-23 -1223 1119
-38 -1270 987
-7 -1192 967
-51 -1159 893
-34 -1079 993
47 -1161 954
-24 -1168 972
44 -1193 1026
21 -1267 1052
17 -1243 1062
-16 -1199 994
-7 -1100 883
-31 -1064 980
-17 -1237 993
-9 -1295 1017
-6 -1257 970
-20 -1095 1022
-6 -1213 940
-4 -1167 909
33 -1182 971
-17 -1212 958
4 -1192 918
-35 -1101 983
-5 -1194 888
-68 -1168 900
17 -1396 971
-65 -1365 978
-31 -1371 1211
-166 -1688 1325
193 -1626 915
301 -1102 1058
5 -1355 1118
-187 -1262 982
-263 -972 797
290 -844 964
12 -795 889
60 -733 1036
-5 -615 980
8 -789 992
127 -650 1161
31 -862 1219
-160 -1104 939
73 -805 962
-108 -795 1031
48 -849 1117
-5 -964 960
73 -807 1059
44 -951 1084
