 -26 -382 889
 20 -394 915
 10 -416 930
 2 -416 929
 -15 -405 897
 -10 -373 860
 6 -329 848
 85 -317 810
 134 -303 627
 65 -287 405
 88 -392 393
 -464 -733 640
 45 -1110 842
 7 -1328 1047
 225 -1610 1258
 80 -1862 1142
 41 -1645 1013
 -157 -1693 999
 63 -1633 1005
 198 -1613 862
 168 -1352 760
 -27 -1119 574
 -85 -847 457
 -227 -699 496
 59 -848 421
 23 -742 452
 -8 -825 415
 123 -978 462
 275 -942 537
 83 -1017 401
 117 -869 526
 -159 -887 755
 -22 -1121 901
 271 -1169 757
 -27 -675 506
 239 -689 1135
 -552 -1375 605
 167 -656 435
 -56 -576 445
 6 -576 416
 19 -641 442
 1 -581 399
 1 -601 465
 -6 -638 484
 -3 -586 452
 -14 -598 502
 -25 -591 464
 2 -530 507
 6 -555 490
 -15 -623 531
 -29 -612 568
 -35 -654 603
 -30 -679 680
 -26 -759 679
 -106 -730 812
 -98 -804 864
 -9 -812 869
 22 -796 865
 -23 -871 906
 57 -968 839
 -13 -948 838
 12 -829 845
 0 -896 841
 -1 -831 835
 0 -916 854
 -8 -884 853
 16 -892 845
 1 -871 835
 -19 -850 850
 9 -895 835
 -13 -834 839
 5 -875 862
 -21 -883 859
 39 -859 846
 29 -889 783
 4 -784 788
 24 -915 783
 19 -908 740
 45 -808 712
 30 -861 662
 -6 -774 720
 93 -735 621
 19 -670 631
 -22 -646 629
 105 -581 560
 449 -885 703
 78 -878 1066
 -269 -1093 235
 130 -667 271
 -113 -793 649
 -403 -1215 688
 -339 -1130 576
 -282 -921 446
 -70 -732 522
 -241 -484 596
 -218 -1101 669
 443 -1044 704
 -123 -1163 777
 2 -1160 894
 -109 -1211 824
 166 -1229 956
 -229 -1162 791
