-63 -1031 892
-190 -1061 920
-51 -1061 949
67 -1053 898
0 -1066 927
-147 -1071 916
-58 -1019 842
59 -998 953
33 -1286 1107
70 -1323 962
32 -1252 1088
53 -1365 1156
-4 -1372 992
31 -1150 922
-87 -952 778
0 -773 1082
-85 -1192 1108
62 -1300 966
-79 -1079 953
97 -1162 1065
25 -1241 1048
97 -1177 1066
102 -1173 1097
63 -1169 1095
-353 -1086 632
-274 -597 879
-158 -894 1189
483 -1231 1039
131 -1096 838
-81 -1026 1065
-31 -1076 961
17 -966 872
48 -1079 1007
-72 -1167 1257
46 -1376 873
-2 -1002 999
-17 -1204 1085
61 -1425 1083
-8 -1277 1187
-56 -1581 1084
6 -1055 830
-14 -881 800
-93 -995 996
13 -1339 1031
-36 -1276 1050
45 -1321 1012
62 -1283 923
-31 -1201 993
2 -1105 988
-1 -1105 1077
15 -1192 1051
14 -1202 985
-88 -1111 950
40 -1048 932
-18 -960 921
55 -989 936
-51 -976 927
-11 -1054 941
-1 -1034 973
17 -1068 931
7 -1070 1033
-12 -1116 976
1 -1088 1016
-8 -1159 991
-2 -1131 978
10 -1049 991
-17 -1042 1017
0 -1098 1047
-90 -1167 951
-116 -1103 1037
141 -1392 1105
166 -1542 1230
264 -1428 989
-152 -1305 1045
-105 -1335 959
14 -1118 1001
-104 -1125 970
-32 -845 884
-150 -729 989
253 -694 1048
85 -678 1030
25 -709 945
-130 -657 938
-95 -631 1003
135 -739 1021
50 -702 1003
-61 -697 984
-52 -624 1010
6 -671 962
19 -661 951
18 -617 989
-22 -618 963
-55 -660 947
-231 -757 947
432 -497 1012
-136 -703 882
-167 -559 1005
