-65 -694 1006
-27 -698 925
7 -523 877
43 -566 917
141 -602 1005
67 -749 1034
-22 -781 1017
6 -809 1214
-26 -1032 1225
77 -714 1009
56 -547 979
103 -410 994
44 -457 1019
-83 -417 899
-122 -446 749
-151 -257 574
2 -273 674
455 -160 914
-103 -421 1058
40 -566 927
60 -660 1077
-31 -780 1008
31 -771 1012
-237 -823 1076
-79 -1022 1034
-45 -922 1005
-164 -1064 956
-7 -981 948
18 -990 1042
3 -1121 1010
17 -1138 1067
11 -1181 1010
11 -1158 953
-42 -1126 988
30 -1138 1027
1 -1159 1015
7 -1137 1030
11 -1127 1008
4 -1147 1030
11 -1153 996
-18 -1136 992
44 -1141 994
-11 -1135 1035
10 -1169 1061
-8 -1198 1062
13 -1169 1014
-6 -1097 987
-3 -1056 1005
-12 -1079 1006
-29 -1098 1002
-4 -1084 1014
15 -1069 980
12 -1046 1003
-11 -1073 1022
7 -1051 1034
5 -1041 1025
40 -1001 1015
-47 -982 1060
-1 -1167 1023
-10 -1246 1045
-1 -1225 1070
124 -1168 942
-75 -786 947
-70 -937 813
-98 -927 826
-56 -1133 975
9 -1205 1027
77 -1342 1054
224 -1430 980
123 -1310 1047
18 -1288 1078
87 -1233 1053
-7 -1261 951
-2 -1097 958
-490 -819 1186
126 -696 1051
162 -615 902
177 -543 901
64 -548 976
105 -563 894
-565 -590 1019
91 -561 959
83 -671 1031
-74 -834 1002
72 -515 959
